Vitamin String Quartet,Entertainment,Entertainment
Ellegarden,Entertainment,Entertainment
Fort Stewart,Error,Public Administration
Ange,Entertainment,Entertainment
Miss Sweden,Entertainment,Error
Rockstar Toronto,Entertainment,Scitech
Evile,Entertainment,Entertainment
St. Fintan's High School,Education,Education
Mitsubishi Aircraft Company,Trade,Transport
MTM Records,Entertainment,Entertainment
The Latino Rockabilly War,Entertainment,Entertainment
Spectrum (TV channel),Entertainment,Entertainment
Żurrieq F.C.,Sports,Sports
Elections in Finland,Error,Error
Today's Best Hits,Entertainment,Entertainment
Central Provident Fund,Finance,Finance
Future and Freedom,Social,Social
Perkins Engines,Trade,Scitech
Saint Mary's Gaels,Sports,Sports
Q-type Queens car (New York City Subway car),Error,Error
Sri Lanka Administrative Service,Public Administration,Public Administration
Parnall,Trade,Scitech
The Scout Association of Hong Kong,Social,Social
Constituent Assembly of Lithuania,Public Administration,Social
WEOA,Entertainment,Entertainment
Shakey's V-League,Sports,Sports
73d Special Operations Squadron,Public Administration,Scitech
DR Congo women's national football team,Sports,Sports
Mount Zion One Room School,Education,Education
Advance (trade union),Social,Trade
LNFA,Sports,Sports
Institutional Revolutionary Party,Social,Social
Live Nation Entertainment,Entertainment,Entertainment
Grangenolvin G.F.C.,Sports,Sports
Great Nordic Biker War,Error,Error
Oklahoma Constitution,Error,Public Administration
University of Belgrade Faculty of Philosophy,Education,Education
KPNP,Entertainment,Entertainment
Legislative Assembly of the Province of Canada,Public Administration,Public Administration
Darlinghurst Gaol,Public Administration,Public Administration
Cornell University School of Industrial and Labor Relations,Education,Education
NetApp,Scitech,Scitech
Curry School of Education,Education,Education
Consumers Union,Social,Social
Minnesota Golden Gophers men's gymnastics,Sports,Sports
Edgar Award,Error,Error
V Hits,Entertainment,Entertainment
Welsh Office,Public Administration,Public Administration
Tony Blair Faith Foundation,Social,Social
St. Louis Cardinals all-time roster,Sports,Sports
ITV Telethon,Error,Sports
452d Air Mobility Wing,Public Administration,Other
Modern Theatres,Entertainment,Entertainment
British Airways Flight 149,Error,Error
Benburb F.C.,Sports,Sports
Royal Danish Academy of Fine Arts,Education,Error
Lucy Parsons Center,Social,Social
11th Armoured Division (United Kingdom),Public Administration,Other
Pacific Scandal,Error,Error
Nu Pagadi,Entertainment,Entertainment
Vehicle registration plates of the Northern Mariana Islands,Error,Error
Dragonette,Entertainment,Entertainment
Japanese Northern China Area Army,Public Administration,Other
Goa liberation movement,Error,Error
Zachęta,Entertainment,Entertainment
Anglican Church of Canada,Social,Social
WTCT,Entertainment,Entertainment
KSUE,Entertainment,Entertainment
1954 Wisconsin Badgers football team,Sports,Sports
South London Gallery,Entertainment,Entertainment
University of Toronto Campus Community Police Service,Public Administration,Education
Médaille commémorative de l'expédition de Chine (1901),Error,Error
Société Bic,Trade,Trade
C.D. Municipal Limeño,Sports,Sports
KCCY,Entertainment,Entertainment
Football in Argentina,Error,Error
Puget Sound Adventist Academy,Education,Sports
Culver's,Hospitality,Other
Air Transport Auxiliary,Transport,Other
Institute of Financial Accountants,Finance,Finance
West Virginia Northern Community College,Education,Education
Southern Illinois Salukis football,Sports,Sports
National Iranian Petrochemical Company,Resources,Social
Manado United,Sports,Sports
Edinburgh Eagles (ice hockey),Sports,Sports
Camillians,Social,Social
Waffen-SS,Public Administration,Other
Bohemia Visual Music,Entertainment,Entertainment
Colgate Rochester Crozer Divinity School,Education,Education
Jeannette Athletic Club,Sports,Sports
The Calgary Highlanders,Public Administration,Other
Office of Economic Adjustment,Public Administration,Other
Pinellas County Schools,Education,Education
VVA-Podmoskovye Monino,Sports,Sports
Leeds General Infirmary,Health,Hospitality
The Dillinger Escape Plan,Entertainment,Entertainment
Vidyasagar Evening College,Education,Education
London Buses route 258,Error,Transport
Royal Naval Reserve,Public Administration,Resources
Church's Chicken,Hospitality,Other
School District 57 Prince George,Education,Error
German Aerospace Center,Scitech,Scitech
One O'Clock Lab Band,Entertainment,Entertainment
Extremity Games,Sports,Sports
SaferNet,Social,Scitech
Trinidad and Tobago national rugby union team (sevens),Sports,Sports
Jaeger-LeCoultre,Trade,Scitech
McGill-Queen's University Press,Education,Education
United Western Recorders,Entertainment,Entertainment
FX Canada,Entertainment,Entertainment
Adjutant General of Oklahoma,Error,Other
WRTC-FM,Entertainment,Entertainment
HMAS Harman,Public Administration,Transport
Secretary General of UNASUR,Error,Public Administration
RAF Coltishall,Public Administration,Other
Derbi,Trade,Scitech
WWEG,Entertainment,Entertainment
Sport in Cardiff,Error,Error
Great Lakes Airlines,Transport,Transport
KLBF,Entertainment,Entertainment
Revenue Act of 1936,Error,Error
DÜWAG,Trade,Scitech
Fleet Marine Force,Public Administration,Other
Philadelphia Tapers,Sports,Sports
Kommersant,Entertainment,Social
Midwest Communications,Entertainment,Entertainment
Wera Tools,Trade,Scitech
44th Infantry Division (Germany),Public Administration,Other
Embassy of the United States in Tokyo,Public Administration,Public Administration
Saint-Louis (glass manufacturer),Trade,Scitech
1962–63 Illinois Fighting Illini men's basketball team,Sports,Sports
Zambia at the Paralympics,Error,Error
Royal Astronomical Society,Scitech,Social
China Shipbuilding Industry Corporation,Trade,Scitech
Applied Underwriters Inc.,Finance,Finance
WDEK (AM),Entertainment,Entertainment
WPEO,Entertainment,Entertainment
Taimyr Air Company,Transport,Transport
Ennahda Movement,Social,Error
Navy Midshipmen men's lacrosse,Sports,Education
332d Troop Carrier Squadron,Public Administration,Other
Shaye,Entertainment,Entertainment
Walmart,Trade,Trade
Robert Marlow,Entertainment,Error
Muir Homes,Real Estate,Real Estate
Eclipse Foundation,Scitech,Scitech
Yankee (magazine),Entertainment,Entertainment
Project 571 Outline,Error,Error
No. 535 Squadron RAF,Public Administration,Other
North Carolina Tar Heels field hockey,Sports,Sports
